TicketID,CreatedDate,ClosedDate,AgencyName,ComplaintType,Status,Latitude,Longitude,ZipCode,ResolutionDays,ReopenCount,SeverityScore,SentimentScore,CostEstimate,PopulationDensity,SLAStatus,SLA_Compliant,Year,Month,Quarter
TG-17242,2020-09-20,2020-09-21,GHMC,Drainage Blockage,Closed,16.639367,78.328157,500034,1,0,7.56,-0.159,50880.3,15309.7,Within SLA,Late,2020,September,3
TG-17243,2020-09-27,2020-10-11,Public Health,Hospital Staff Misconduct,Closed,17.420704,78.726016,509125,14,0,6.99,0.062,40909.72,1313.3,Breached,Late,2020,September,3
TG-17244,2020-10-28,2020-10-30,HMWS&SB,Water Supply Disruption,Closed,19.205554,77.497834,500028,2,0,7.88,0.264,77745.26,10293.8,Within SLA,Late,2020,October,4
TG-17245,2020-07-04,2020-07-11,GHMC,Streetlight Not Working,Closed,19.194804,77.901799,506101,7,0,5.49,0.031,9889.43,3110.8,Within SLA,Late,2020,July,3
TG-17246,2020-03-17,2020-04-10,Revenue Department,Property Tax Dispute,Closed,18.289077,78.494341,502270,24,0,5.82,0.464,14412.66,1256.4,Within SLA,Late,2020,March,1
TG-17247,2020-06-28,2020-06-30,Public Health,Hospital Staff Misconduct,Closed,16.771297,80.216889,500034,2,0,7.67,0.412,60072.68,17105.8,Within SLA,Late,2020,June,2
TG-17248,2020-10-14,2020-10-18,Food & Civil Supplies,Ration Card Issue,Closed,17.697475,78.465194,508248,4,0,4.15,0.386,12351.41,1718.9,Within SLA,Late,2020,October,4
TG-17249,2020-11-27,2020-11-29,GHMC,Streetlight Not Working,Closed,17.577771,78.5719,502103,2,0,3.47,-0.731,7110.35,499.5,Within SLA,Late,2020,November,4
TG-17250,2020-01-17,2020-01-18,Public Health,Hospital Staff Misconduct,Closed,19.250829,78.123542,500039,1,0,7.93,0.076,78172.55,7209.5,Within SLA,Late,2020,January,1
TG-17251,2020-09-25,,TSSPDCL,Power Outage,Open,16.747457,81.14912,500076,2,1,8.04,0.097,76211.25,5730.1,Within SLA,Open,2020,September,3
TG-17252,2020-05-27,2020-06-18,Revenue Department,Property Tax Dispute,Closed,17.646042,77.268272,500074,22,0,3.63,0.096,11959.97,7763.2,Within SLA,Late,2020,May,2
TG-17253,2020-04-01,2020-04-16,Public Health,Mosquito Breeding,Closed,18.518981,79.500166,503185,15,0,5.77,-0.58,59185.61,1787.6,Breached,Late,2020,April,2
TG-17254,2020-01-04,,HMWS&SB,Sewage Overflow,Open,17.754117,77.746053,503001,3,0,7.17,-0.497,116651.97,751.5,Within SLA,Open,2020,January,1
TG-17255,2020-06-14,2020-06-21,Transport Department,Vehicle Registration Delay,Closed,16.892423,77.622978,500035,7,0,2.23,0.132,2842.59,3457.6,Within SLA,Late,2020,June,2
TG-17256,2020-05-22,,Transport Department,Vehicle Registration Delay,Pending,19.48725,79.020615,500008,16,1,2.51,-0.078,1114.09,13724.4,Breached,Open,2020,May,2
TG-17257,2020-09-30,2020-10-19,Forest Department,Deforestation Complaint,Closed,19.093925,78.844798,500001,19,0,8.17,0.262,45689.51,14794.7,Within SLA,Late,2020,September,3
TG-17258,2020-10-08,2020-10-29,Panchayati Raj,Rural Road Damage,Closed,16.655823,78.588097,500034,21,1,7.85,0.122,25459.57,12730.5,Breached,Late,2020,October,4
TG-17259,2020-09-11,,Public Health,Mosquito Breeding,Pending,19.655893,81.235637,500074,8,2,6.89,-0.375,45265.69,3060.0,Breached,Open,2020,September,3
TG-17260,2020-12-25,2021-01-08,HMWS&SB,Sewage Overflow,Closed,17.360378,77.794759,500002,14,3,8.04,0.027,40143.85,17697.1,Breached,Late,2020,December,4
TG-17261,2020-08-03,2020-09-06,Roads & Buildings,Pothole on Road,Closed,18.634044,79.014864,508202,34,0,7.07,-0.079,48762.09,1152.9,Breached,Late,2020,August,3
TG-17262,2020-11-28,2020-12-04,GHMC,Streetlight Not Working,Closed,18.140796,80.455943,500088,6,0,5.72,-0.46,20495.04,5131.2,Within SLA,Late,2020,November,4
TG-17263,2020-08-06,,Municipal Corporation,Stray Animal Menace,Open,17.129039,78.629798,501301,9,1,5.79,0.136,25707.93,8797.1,Within SLA,Open,2020,August,3
TG-17264,2020-03-23,2020-03-26,TSSPDCL,Power Outage,Closed,18.060231,77.512884,507111,3,0,6.18,0.104,23812.89,1256.4,Within SLA,Late,2020,March,1
TG-17265,2020-09-13,,Roads & Buildings,Pothole on Road,Pending,17.138431,79.521672,501218,14,0,8.12,0.11,38047.94,7077.1,Within SLA,Open,2020,September,3
TG-17266,2020-03-21,,Water Resources,Borewell Water Contamination,Open,19.444766,79.857718,500028,8,0,7.9,0.252,80446.62,11959.5,Within SLA,Open,2020,March,1
TG-17267,2020-06-09,2020-06-13,Roads & Buildings,Pothole on Road,Closed,16.61675,77.456578,500002,4,0,5.25,0.044,48866.48,12402.0,Within SLA,Late,2020,June,2
TG-17268,2020-12-28,2020-12-30,Public Health,Hospital Staff Misconduct,Closed,19.498321,77.557004,500003,2,0,6.64,0.109,60815.71,15260.1,Within SLA,Late,2020,December,4
TG-17269,2020-09-04,,Panchayati Raj,Rural Road Damage,Pending,16.717516,78.696154,500047,24,1,7.33,-0.021,77187.7,9385.6,Breached,Open,2020,September,3
TG-17270,2020-01-03,,TSSPDCL,Transformer Fault,Open,17.202079,79.180189,500033,1,0,8.15,-0.294,80457.64,15389.3,Within SLA,Open,2020,January,1
TG-17271,2020-05-26,2020-05-29,Food & Civil Supplies,Food Adulteration,Closed,17.146048,79.228057,500028,3,0,7.09,-0.271,50617.43,8810.1,Within SLA,Late,2020,May,2
TG-17272,2020-10-31,2020-11-07,TSRTC,Bus Route Irregularity,Closed,17.511462,80.707137,506101,7,0,2.69,-0.203,4015.84,1100.9,Within SLA,Late,2020,October,4
TG-17273,2020-02-15,2020-02-16,Food & Civil Supplies,Food Adulteration,Closed,18.673723,79.626907,500028,1,0,9.36,-0.187,160951.44,10648.9,Within SLA,Late,2020,February,1
TG-17274,2020-07-10,2020-07-12,Public Health,Hospital Staff Misconduct,Closed,18.133159,80.47398,500035,2,0,7.33,0.742,30047.83,5705.7,Within SLA,Late,2020,July,3
TG-17275,2020-09-23,,Food & Civil Supplies,Food Adulteration,Pending,18.004092,77.560534,501301,7,0,8.1,-0.071,125882.53,8277.9,Within SLA,Open,2020,September,3
TG-17276,2020-01-18,2020-01-22,Public Health,Hospital Staff Misconduct,Closed,17.521516,77.873718,503309,4,0,8.99,-0.223,65170.21,757.8,Within SLA,Late,2020,January,1
TG-17277,2020-04-08,2020-04-09,TSSPDCL,Power Outage,Closed,18.066097,79.856742,506101,1,0,6.15,0.333,64304.42,720.1,Within SLA,Late,2020,April,2
TG-17278,2020-03-09,2020-03-12,GHMC,Streetlight Not Working,Closed,17.358557,80.170486,505209,3,0,5.29,0.499,8441.07,820.4,Within SLA,Late,2020,March,1
TG-17279,2020-03-10,2020-03-13,Transport Department,Vehicle Registration Delay,Closed,17.13936,79.603117,506167,3,0,2.59,0.043,3135.77,2046.3,Within SLA,Late,2020,March,1
TG-17280,2020-04-06,2020-04-14,HMWS&SB,Sewage Overflow,Closed,19.597197,77.90446,503309,8,1,9.72,-0.294,103866.63,482.5,Breached,Late,2020,April,2
TG-17281,2020-07-22,2020-07-24,HMWS&SB,Sewage Overflow,Closed,18.333872,80.276326,500010,2,0,8.01,0.068,54079.2,3847.0,Within SLA,Late,2020,July,3
TG-17282,2020-06-23,2020-06-27,TSRTC,Bus Route Irregularity,Closed,19.867842,79.657373,500074,4,0,3.71,0.506,3322.92,8775.6,Within SLA,Late,2020,June,2
TG-17283,2020-07-02,,TSSPDCL,Transformer Fault,Open,18.442163,79.855155,509001,3,0,7.21,0.145,46267.07,1779.7,Within SLA,Open,2020,July,3
TG-17284,2020-02-01,2020-02-05,Food & Civil Supplies,Food Adulteration,Closed,16.602174,81.171404,502296,4,0,7.27,0.143,78179.68,1086.7,Within SLA,Late,2020,February,1
TG-17285,2020-11-06,2020-11-07,Public Health,Mosquito Breeding,Closed,19.183425,80.010994,503111,1,0,6.34,-0.153,61694.73,1145.3,Within SLA,Late,2020,November,4
TG-17286,2020-11-25,2020-11-26,TSNPDCL,Electricity Meter Tampering,Closed,17.705713,81.281325,500058,1,0,7.87,0.162,33148.82,3379.8,Within SLA,Late,2020,November,4
TG-17287,2020-04-27,2020-04-30,GHMC,Drainage Blockage,Closed,16.845955,79.276079,500047,3,0,5.86,0.247,41887.17,8872.7,Within SLA,Late,2020,April,2
TG-17288,2020-05-25,2020-06-24,Municipal Corporation,Stray Animal Menace,Closed,19.039252,80.350146,500070,30,3,6.66,-0.611,19862.12,6935.9,Breached,Late,2020,May,2
TG-17289,2020-07-08,2020-07-12,TSIIC,Industrial Pollution,Closed,17.89011,78.28344,508213,4,0,7.43,-0.051,128229.88,1699.8,Within SLA,Late,2020,July,3
TG-17290,2020-10-12,,GHMC,Drainage Blockage,Pending,17.53287,80.53655,500070,9,0,7.18,-0.649,49847.34,6642.3,Breached,Open,2020,October,4
TG-17291,2020-06-10,,Panchayati Raj,Rural Road Damage,Pending,19.561554,77.366516,500074,21,1,6.64,-0.282,61654.26,4679.1,Breached,Open,2020,June,2
TG-17292,2020-11-05,2020-11-10,Public Health,Hospital Staff Misconduct,Closed,16.956396,78.583804,500058,5,0,8.91,0.03,26417.88,3770.8,Within SLA,Late,2020,November,4
TG-17293,2020-05-31,2020-06-27,Municipal Corporation,Stray Animal Menace,Closed,19.598398,81.391702,508001,27,3,6.47,-0.081,11831.04,303.5,Breached,Late,2020,May,2
TG-17294,2020-09-07,,Public Health,Hospital Staff Misconduct,Open,19.445934,77.853774,500074,4,0,7.87,-0.021,46430.87,6094.0,Within SLA,Open,2020,September,3
TG-17295,2020-10-22,2020-10-23,HMWS&SB,Water Supply Disruption,Closed,19.562882,78.03174,500070,1,0,6.47,0.077,56597.78,3206.9,Within SLA,Late,2020,October,4
TG-17296,2020-03-12,2020-03-16,Public Health,Mosquito Breeding,Closed,18.992948,80.959121,500070,4,0,5.45,0.285,32925.87,4945.8,Within SLA,Late,2020,March,1
TG-17297,2020-12-29,,HMDA,Illegal Construction,Open,19.031163,78.49142,503187,11,0,8.76,0.018,74442.54,2403.4,Within SLA,Open,2020,December,4
TG-17298,2020-04-10,2020-04-12,TSSPDCL,Power Outage,Closed,18.627035,80.641314,500014,2,0,7.48,0.058,60785.57,5077.7,Within SLA,Late,2020,April,2
TG-17299,2020-12-01,2020-12-11,Public Health,Hospital Staff Misconduct,Closed,19.601881,80.381276,503111,10,0,6.03,0.189,20793.52,841.1,Breached,Late,2020,December,4
TG-17300,2020-04-26,2020-05-09,HMDA,Illegal Construction,Closed,17.374427,77.417005,507001,13,0,8.17,0.02,58822.9,935.4,Within SLA,Late,2020,April,2
TG-17301,2020-07-31,,TSRTC,Bus Route Irregularity,Open,19.884442,80.910727,501301,6,0,4.62,0.314,6359.72,6465.5,Within SLA,Open,2020,July,3
TG-17302,2020-07-25,2020-07-28,HMWS&SB,Sewage Overflow,Closed,18.334399,80.632564,506003,3,0,7.88,0.144,174168.58,925.0,Within SLA,Late,2020,July,3
TG-17303,2020-12-19,2020-12-31,Agriculture Department,Crop Damage Compensation,Closed,17.501768,80.636327,500001,12,0,7.98,0.424,48563.94,16788.2,Within SLA,Late,2020,December,4
TG-17304,2020-10-16,,Revenue Department,Property Tax Dispute,Pending,17.146275,79.125351,508116,53,0,3.72,-0.602,15491.62,1235.5,Breached,Open,2020,October,4
TG-17305,2020-03-22,2020-04-05,HMWS&SB,Water Pipeline Leakage,Closed,17.192926,81.191448,502110,14,0,7.93,0.163,59573.78,487.2,Breached,Late,2020,March,1
TG-17306,2020-03-25,2020-04-02,Roads & Buildings,Pothole on Road,Closed,17.243981,80.666637,506167,8,0,7.31,0.116,33186.74,1720.8,Within SLA,Late,2020,March,1
TG-17307,2020-02-20,2020-05-12,Revenue Department,Encroachment of Public Land,Closed,18.362766,77.281961,500039,82,0,7.52,-0.085,26443.37,4450.8,Breached,Late,2020,February,1
TG-17308,2020-03-15,,GHMC,Footpath Encroachment,Open,17.34314,79.863112,500014,5,0,5.64,-0.174,16336.99,6646.3,Within SLA,Open,2020,March,1
TG-17309,2020-03-31,2020-04-11,Roads & Buildings,Road Cave-in,Closed,18.908978,80.49124,500008,11,0,8.48,0.597,96105.93,9578.0,Within SLA,Late,2020,March,1
TG-17310,2020-12-02,2020-12-07,HMWS&SB,Water Supply Disruption,Closed,19.888964,79.816838,502334,5,0,9.63,0.13,95653.96,1007.7,Within SLA,Late,2020,December,4
TG-17311,2020-04-25,,Water Resources,Borewell Water Contamination,Open,18.970085,80.251039,500034,15,1,7.4,0.199,60939.14,16990.3,Within SLA,Open,2020,April,2
TG-17312,2020-10-07,2020-11-02,Panchayati Raj,Rural Road Damage,Closed,18.251595,79.279182,500039,26,1,5.18,-0.368,11961.43,5329.4,Breached,Late,2020,October,4
TG-17313,2020-02-28,2020-03-11,Police Department,Noise Pollution,Closed,17.507789,77.27503,503001,12,0,4.2,-0.138,4419.71,2099.7,Within SLA,Late,2020,February,1
TG-17314,2020-07-28,,Water Resources,Borewell Water Contamination,Pending,17.887903,79.499765,500058,33,2,7.94,-0.444,122090.32,5420.3,Breached,Open,2020,July,3
TG-17315,2020-01-05,2020-01-12,Municipal Corporation,Stray Animal Menace,Closed,17.730244,77.417555,509103,7,0,5.72,0.124,22522.06,1398.8,Within SLA,Late,2020,January,1
TG-17316,2020-06-04,,Agriculture Department,Crop Damage Compensation,Pending,17.29118,77.261711,500018,35,0,8.21,0.091,34538.51,17425.3,Breached,Open,2020,June,2
TG-17317,2020-10-19,2020-10-21,TSSPDCL,Power Outage,Closed,19.686355,79.303232,500014,2,0,5.42,0.305,37512.2,7687.9,Within SLA,Late,2020,October,4
TG-17318,2020-08-11,,Food & Civil Supplies,Food Adulteration,Pending,19.806266,79.25493,500014,13,1,7.22,-0.535,80888.3,7704.3,Breached,Open,2020,August,3
TG-17319,2020-02-28,2020-03-02,Education Department,School Infrastructure Issue,Closed,16.710381,81.105948,501401,3,0,4.03,0.458,5704.53,7962.9,Within SLA,Late,2020,February,1
TG-17320,2020-12-21,2021-01-04,Police Department,Noise Pollution,Closed,19.005669,78.537595,500070,14,0,4.83,-0.322,5089.68,8770.4,Within SLA,Late,2020,December,4
TG-17321,2020-07-24,,Education Department,School Infrastructure Issue,Pending,19.090372,79.32867,500035,28,1,4.14,-0.634,18067.19,8822.5,Breached,Open,2020,July,3
TG-17322,2020-01-15,2020-02-22,Revenue Department,Encroachment of Public Land,Closed,16.529693,79.884637,509336,38,0,7.54,-0.257,27357.64,1332.2,Breached,Late,2020,January,1
TG-17323,2020-04-28,2020-05-08,Agriculture Department,Crop Damage Compensation,Closed,16.576557,77.374563,509125,10,0,7.43,-0.165,35221.93,1601.9,Within SLA,Late,2020,April,2
TG-17324,2020-09-13,2020-09-22,Transport Department,Vehicle Registration Delay,Closed,18.827655,78.763787,500001,9,0,2.74,-0.273,3595.5,12206.3,Within SLA,Late,2020,September,3
TG-17325,2020-09-09,,TSNPDCL,Electricity Meter Tampering,Pending,17.58338,78.414312,509336,5,0,7.24,-0.722,53911.94,487.1,Breached,Open,2020,September,3
TG-17326,2020-03-30,,Public Health,Hospital Staff Misconduct,Open,19.690425,81.152976,505327,1,2,6.29,-0.332,54820.08,797.8,Within SLA,Open,2020,March,1
TG-17327,2020-07-21,2020-07-30,Transport Department,Vehicle Registration Delay,Closed,19.103622,77.970132,502296,9,0,3.2,0.91,3413.16,1196.1,Within SLA,Late,2020,July,3
TG-17328,2020-08-08,,HMWS&SB,Water Supply Disruption,Open,16.654142,77.207572,508213,1,0,9.86,0.272,212530.42,1348.7,Within SLA,Open,2020,August,3
TG-17329,2020-09-25,2020-09-28,TSSPDCL,Transformer Fault,Closed,19.56684,78.642694,507111,3,0,8.3,0.108,74380.33,1060.2,Within SLA,Late,2020,September,3
TG-17330,2020-10-09,2020-11-25,Revenue Department,Encroachment of Public Land,Closed,18.025393,79.762394,500014,47,0,5.03,-0.702,49146.91,4850.9,Breached,Late,2020,October,4
TG-17331,2020-06-07,2020-06-14,Transport Department,Vehicle Registration Delay,Closed,18.783192,77.499365,500047,7,0,4.18,0.68,3308.09,4704.8,Within SLA,Late,2020,June,2
TG-17332,2020-12-08,2020-12-18,Labour Department,Labour Wage Dispute,Closed,17.106148,78.4326,500058,10,0,7.37,0.184,42200.99,5596.3,Within SLA,Late,2020,December,4
TG-17333,2020-11-26,2020-11-27,TSNPDCL,Electricity Meter Tampering,Closed,19.460537,78.829909,502270,1,0,5.02,0.294,27100.63,2475.5,Within SLA,Late,2020,November,4
TG-17334,2020-04-15,,Roads & Buildings,Road Cave-in,Open,16.970204,77.702693,500035,13,0,9.39,-0.268,108702.26,4682.2,Within SLA,Open,2020,April,2
TG-17335,2020-09-26,,Public Health,Mosquito Breeding,Open,18.677502,77.547173,502296,1,1,6.2,0.541,62158.04,921.4,Within SLA,Open,2020,September,3
TG-17336,2020-03-29,2020-04-06,GHMC,Drainage Blockage,Closed,16.730439,81.243091,500034,8,3,7.26,0.08,69148.52,16852.3,Breached,Late,2020,March,1
TG-17337,2020-02-06,2020-02-08,HMWS&SB,Water Supply Disruption,Closed,18.549458,80.057717,502319,2,0,9.43,0.192,180484.72,1001.9,Within SLA,Late,2020,February,1
TG-17338,2020-07-20,2020-08-03,TSIIC,Industrial Pollution,Closed,18.9523,77.59708,500088,14,0,9.43,-0.101,44266.94,6778.6,Within SLA,Late,2020,July,3
TG-17339,2020-11-25,2020-11-30,Forest Department,Deforestation Complaint,Closed,18.362528,79.963351,504208,5,0,7.76,-0.815,47073.69,506.3,Within SLA,Late,2020,November,4
TG-17340,2020-02-18,,Food & Civil Supplies,Food Adulteration,Pending,17.920817,80.952924,504251,7,0,7.99,0.56,123827.87,1309.3,Within SLA,Open,2020,February,1
TG-17341,2020-04-10,2020-04-15,HMWS&SB,Water Supply Disruption,Closed,18.031581,79.393526,500028,5,0,9.87,-0.046,185734.95,9598.9,Within SLA,Late,2020,April,2
TG-17342,2020-04-10,2020-04-20,HMWS&SB,Water Supply Disruption,Closed,17.184248,81.137584,502270,10,1,9.06,-0.264,56370.82,2948.6,Breached,Late,2020,April,2
TG-17343,2020-08-27,2020-09-02,GHMC,Drainage Blockage,Closed,16.98111,80.358373,503321,6,0,7.73,0.509,42451.14,1712.4,Within SLA,Late,2020,August,3
TG-17344,2020-12-23,2020-12-25,Water Resources,Borewell Water Contamination,Closed,17.444709,77.610174,509125,2,0,9.52,0.345,122464.14,1568.9,Within SLA,Late,2020,December,4
TG-17345,2020-02-13,2020-02-15,HMDA,Illegal Construction,Closed,19.296069,79.976237,500003,2,0,8.63,-0.205,52844.74,9202.0,Within SLA,Late,2020,February,1
TG-17346,2020-01-22,,Public Health,Mosquito Breeding,Open,16.888659,79.758471,509336,4,0,6.77,0.57,23140.04,380.3,Within SLA,Open,2020,January,1
TG-17347,2020-10-14,2020-10-19,HMWS&SB,Sewage Overflow,Closed,18.912511,78.838976,503309,5,0,9.2,-0.715,138748.74,2406.6,Within SLA,Late,2020,October,4
TG-17348,2020-09-28,2020-10-05,Municipal Corporation,Stray Animal Menace,Closed,17.835508,77.516273,501301,7,0,5.75,0.306,18030.57,8217.4,Within SLA,Late,2020,September,3
TG-17349,2020-07-11,2020-07-15,GHMC,Drainage Blockage,Closed,19.117059,80.933915,500047,4,0,5.37,-0.519,44742.05,4543.7,Within SLA,Late,2020,July,3
TG-17350,2020-06-25,2020-07-02,GHMC,Footpath Encroachment,Closed,18.489839,79.732233,506167,7,0,5.76,0.078,25741.73,2882.6,Within SLA,Late,2020,June,2
TG-17351,2020-01-15,2020-01-30,Public Health,Hospital Staff Misconduct,Closed,18.134113,77.713011,501512,15,0,8.87,-0.589,82216.24,4655.0,Breached,Late,2020,January,1
TG-17352,2020-08-13,2020-09-19,Labour Department,Labour Wage Dispute,Closed,17.992093,80.712435,504251,37,0,8.61,-0.095,61589.95,866.6,Breached,Late,2020,August,3
TG-17353,2020-10-10,2020-10-16,GHMC,Streetlight Not Working,Closed,17.885958,80.58307,500004,6,0,5.52,-0.082,13393.64,8326.2,Within SLA,Late,2020,October,4
TG-17354,2020-11-15,2020-11-29,Police Department,Noise Pollution,Closed,19.324252,78.889675,500003,14,0,4.51,0.039,6792.16,8293.1,Within SLA,Late,2020,November,4
TG-17355,2020-11-25,,Public Health,Hospital Staff Misconduct,Open,18.567088,78.717628,506003,4,1,7.63,0.354,20514.92,3400.4,Within SLA,Open,2020,November,4
TG-17356,2020-12-12,2020-12-31,Forest Department,Deforestation Complaint,Closed,16.605871,78.099568,500001,19,0,7.01,0.409,47055.97,16070.9,Within SLA,Late,2020,December,4
TG-17357,2020-10-26,2020-11-14,GHMC,Streetlight Not Working,Closed,17.363842,80.442189,502001,19,0,5.75,-0.123,22711.5,2878.4,Breached,Late,2020,October,4
TG-17358,2020-02-01,,Food & Civil Supplies,Food Adulteration,Open,17.225379,78.829027,503111,4,0,9.68,0.252,203233.52,2143.9,Within SLA,Open,2020,February,1
TG-17359,2020-02-17,,Food & Civil Supplies,Food Adulteration,Open,19.169033,79.561719,501512,1,0,7.42,0.32,151726.38,4484.3,Within SLA,Open,2020,February,1
TG-17360,2020-01-22,2020-01-26,GHMC,Streetlight Not Working,Closed,17.962263,79.627962,503321,4,0,5.42,0.228,21978.62,546.5,Within SLA,Late,2020,January,1
TG-17361,2020-09-17,2020-09-27,HMWS&SB,Water Supply Disruption,Closed,17.950413,77.223364,500008,10,1,7.69,-0.316,148845.36,14583.3,Breached,Late,2020,September,3
TG-17362,2020-04-09,,Public Health,Mosquito Breeding,Open,16.76885,80.696401,500028,3,1,5.22,-0.032,41817.85,17705.0,Within SLA,Open,2020,April,2
TG-17363,2020-04-06,2020-04-21,GHMC,Garbage Not Collected,Closed,19.179928,78.628647,506001,15,3,5.12,-0.487,15069.56,3732.0,Breached,Late,2020,April,2
TG-17364,2020-03-09,2020-03-18,Water Resources,Borewell Water Contamination,Closed,18.27805,79.324453,503309,9,0,9.18,-0.228,87269.8,993.5,Within SLA,Late,2020,March,1
TG-17365,2020-08-19,2020-10-12,HMDA,Illegal Construction,Closed,17.785385,78.223796,500034,54,0,6.88,-0.379,54556.45,13955.6,Breached,Late,2020,August,3
TG-17366,2020-12-20,2020-12-24,HMWS&SB,Water Supply Disruption,Closed,19.089049,80.241506,509103,4,0,6.07,-0.295,125414.13,1073.8,Within SLA,Late,2020,December,4
TG-17367,2020-02-29,2020-03-05,Public Health,Hospital Staff Misconduct,Closed,19.484555,77.396759,500028,5,0,6.59,-0.272,26955.98,16208.1,Within SLA,Late,2020,February,1
TG-17368,2020-07-15,2020-07-16,Revenue Department,Property Tax Dispute,Closed,19.31368,80.498708,500028,1,0,3.99,0.009,4842.94,12504.6,Within SLA,Late,2020,July,3
TG-17369,2020-12-17,2020-12-19,Public Health,Hospital Staff Misconduct,Closed,17.202781,81.250752,506101,2,0,6.52,-0.065,19824.97,615.8,Within SLA,Late,2020,December,4
TG-17370,2020-09-25,2020-10-24,TSIIC,Industrial Pollution,Closed,17.950342,78.410728,502220,29,1,7.3,0.051,92989.43,1726.4,Breached,Late,2020,September,3
TG-17371,2020-05-13,2020-05-14,GHMC,Footpath Encroachment,Closed,19.623741,77.452864,500047,1,0,5.28,0.459,15637.37,3771.1,Within SLA,Late,2020,May,2
TG-17372,2020-06-10,2020-06-23,HMWS&SB,Water Supply Disruption,Closed,18.397973,81.394223,500002,13,2,6.79,0.162,138753.09,10835.4,Breached,Late,2020,June,2
TG-17373,2020-12-28,,Agriculture Department,Crop Damage Compensation,Open,18.831656,80.594721,500035,17,1,8.35,0.262,86606.39,5943.3,Within SLA,Open,2020,December,4
TG-17374,2020-05-10,2020-05-13,GHMC,Drainage Blockage,Closed,16.770022,79.747829,500034,3,0,5.05,0.675,37216.12,13734.0,Within SLA,Late,2020,May,2
TG-17375,2020-11-03,,HMWS&SB,Water Supply Disruption,Pending,17.559277,77.469327,500003,9,1,9.14,-0.217,193109.7,16488.8,Breached,Open,2020,November,4
TG-17376,2020-02-25,2020-04-12,Forest Department,Deforestation Complaint,Closed,17.945786,80.213934,502319,47,0,8.69,0.228,85564.71,617.0,Breached,Late,2020,February,1
TG-17377,2020-06-23,2020-07-05,Public Health,Mosquito Breeding,Closed,17.667608,79.142958,500076,12,0,5.04,-0.48,30474.83,5741.6,Breached,Late,2020,June,2
TG-17378,2020-05-04,2020-05-05,Panchayati Raj,Rural Road Damage,Closed,16.774125,78.45779,500008,1,0,5.0,0.305,29570.05,12805.4,Within SLA,Late,2020,May,2
TG-17379,2020-02-28,2020-03-07,TSSPDCL,Power Outage,Closed,19.186293,79.445049,509209,8,0,7.57,-0.36,53343.64,1587.6,Breached,Late,2020,February,1
TG-17380,2020-08-15,,Agriculture Department,Crop Damage Compensation,Pending,18.026811,79.225668,503309,22,1,7.38,-0.474,24153.43,558.1,Breached,Open,2020,August,3
TG-17381,2020-02-09,2020-02-24,Revenue Department,Encroachment of Public Land,Closed,18.514698,77.385203,504208,15,0,5.66,0.002,45603.74,623.7,Within SLA,Late,2020,February,1
TG-17382,2020-08-25,,Water Resources,Borewell Water Contamination,Pending,18.204122,81.147341,500010,23,1,8.53,-0.168,76305.37,7801.6,Breached,Open,2020,August,3
TG-17383,2020-05-08,,GHMC,Drainage Blockage,Open,18.068692,78.267444,500070,1,1,6.93,-0.21,73662.34,5529.4,Within SLA,Open,2020,May,2
TG-17384,2020-07-14,2020-07-17,Forest Department,Deforestation Complaint,Closed,16.640988,81.129347,500016,3,0,6.83,0.084,49924.98,11015.5,Within SLA,Late,2020,July,3
TG-17385,2020-01-31,2020-03-24,Water Resources,Borewell Water Contamination,Closed,18.819311,80.633362,501301,53,0,9.56,-0.712,74359.11,9292.7,Breached,Late,2020,January,1
TG-17386,2020-08-26,,HMWS&SB,Water Pipeline Leakage,Open,17.813339,78.997766,502296,5,0,6.95,0.095,27808.63,588.3,Within SLA,Open,2020,August,3
TG-17387,2020-04-12,,Water Resources,Borewell Water Contamination,Open,17.455717,80.714814,500018,1,0,8.21,-0.058,125821.1,12740.6,Within SLA,Open,2020,April,2
TG-17388,2020-04-28,2020-05-12,Police Department,Noise Pollution,Closed,18.406546,80.367567,504106,14,0,4.19,0.207,4869.34,1129.3,Within SLA,Late,2020,April,2
TG-17389,2020-11-19,,GHMC,Garbage Not Collected,Pending,17.215342,79.125036,507101,8,0,5.19,-0.558,13044.08,1688.8,Breached,Open,2020,November,4
TG-17390,2020-04-12,2020-05-25,Agriculture Department,Crop Damage Compensation,Closed,16.598191,77.995687,501512,43,0,6.14,0.317,20852.23,8755.5,Breached,Late,2020,April,2
TG-17391,2020-06-26,2020-07-05,TSRTC,Bus Route Irregularity,Closed,17.635049,80.876927,502001,9,0,4.59,0.398,6745.88,2579.9,Within SLA,Late,2020,June,2
TG-17392,2020-05-15,2020-05-30,Forest Department,Deforestation Complaint,Closed,19.842326,79.303569,503309,15,0,6.26,0.374,62820.05,930.5,Within SLA,Late,2020,May,2
TG-17393,2020-11-16,2020-11-26,TSRTC,Bus Route Irregularity,Closed,19.369635,77.445483,501301,10,0,4.26,0.255,7368.9,5446.5,Within SLA,Late,2020,November,4
TG-17394,2020-05-11,2020-05-20,TSSPDCL,Transformer Fault,Closed,16.691678,80.527428,502220,9,1,6.9,-0.526,67448.95,2577.8,Breached,Late,2020,May,2
TG-17395,2020-12-20,2021-01-30,Panchayati Raj,Rural Road Damage,Closed,18.022883,78.845483,500002,41,1,5.16,-0.375,24564.91,13634.7,Breached,Late,2020,December,4
